scenario,top5_overlap_pct,mean,std
base,100.0,53.761062331005235,5.2643313118051225
weather_heavy,69.46289864679858,56.00514813701726,4.83481586098787
spatial_heavy,65.06607485120549,52.03451401652825,6.9293173180112495
facility_heavy,71.56115346370568,53.24352483947029,5.540622913962986
no_prior,84.84962026775807,54.278596399933306,5.851771462095186
equal,89.44964044328515,53.10523017318884,5.438876985830773
