pole_id,final_risk,risk_grade,ml_fire_prob_max,cascade_risk,terrain_fire_risk
1172254,32.45264013217011,Moderate,0.010458971774378371,11.0,3.672693328857422
684896,32.452411170062874,Low,5.356028857155516e-06,14.8,80.97721771240235
536702,32.45235683422384,Low,0.00014888713777857918,11.0,81.76166351318359
558435,32.45200979521764,Low,0.00502144951936789,26.200000000000003,1.0918331909179688
295239,32.45196449313989,Low,0.003964016435463234,31.400000000000002,2.2253409576416017
447930,32.451904936070754,Low,0.004599960380605482,5.4,71.79915142059326
143402,32.45175080487003,Low,0.008206111332718143,30.200000000000003,1.4341351318359377
895030,32.45043309682252,Low,5.646109463055558e-06,9.0,81.82255340576172
281351,32.45023247983146,Low,0.004996694754097093,23.0,72.16922691345215
614759,32.4499480994876,Low,7.536683513220337e-06,17.400000000000002,81.14246490478516
38299,32.44985477901314,Low,0.0024273257534674917,36.800000000000004,1.2738935852050781
312176,32.449789402228085,Low,0.002991980649736476,32.800000000000004,2.269920501708984
78234,32.44972312563206,Low,0.003865989601688973,52.2,1.3783939361572266
1032256,32.44923894483695,Low,0.0048563211310988785,16.6,74.5192938232422
127110,32.44895359018571,Low,0.0036943507050947975,35.4,1.7148978424072265
1128662,32.44866054206656,Low,0.002074113549264325,8.0,76.83281127929688
291203,32.448452421100825,Low,0.008175026450946182,55.2,1.8917224502563477
801877,32.447641527263954,Low,0.000734688694978006,13.0,78.60139312744141
687874,32.44763666393613,Low,7.478708244450326e-07,18.6,81.16899322509765
8227,32.447512911996654,Low,0.0006072367681055171,51.6,71.25415767669678
83976,32.447385860336745,Low,0.003222249749345738,16.400000000000002,71.39769485473633
460323,32.44738338044929,Low,0.0017947823249857874,6.6000000000000005,75.48288635253907
1219840,32.44737749982195,Low,0.00838779413920103,5.6000000000000005,3.780003890991211
82968,32.44731712808888,Low,0.0014197715188746121,16.400000000000002,71.53241115570069
65692,32.44722362973235,Low,0.0028122509224963394,26.6,1.1461808395385742
1243499,32.447025797140896,Low,0.0024630236903834335,12.4,73.72680900573731
1213971,32.44695842626198,Low,0.001383211601849996,15.8,78.98787567138672
1342810,32.44688001987388,Low,0.007565847603324614,6.2,71.30666660308837
190277,32.44658410480871,Low,0.005406324778072674,24.0,2.4728045654296875
687424,32.44654525138553,Low,4.811193425286449e-06,28.400000000000002,83.57009185791016
1156973,32.44639892921026,Low,0.006944934792935066,12.200000000000001,6.079150543212891
1116284,32.44639863874164,Low,0.00615320988730119,18.400000000000002,8.233677062988281
108478,32.44621124293277,Low,0.0017845081341986992,7.0,78.82427368164062
75041,32.44611215846912,Low,0.0026824082689485907,27.400000000000002,1.4063024139404297
1039519,32.44574603760388,Moderate,0.012871461099299465,10.200000000000001,4.738861541748046
1019894,32.4457254644029,Low,0.003383227455086082,5.0,75.4858901977539
687423,32.44552102308805,Low,4.603760353586177e-07,26.8,83.55502960205078
1126424,32.44495630545967,Low,0.00439426240096807,15.0,75.13042434692383
1185310,32.44492459637643,Low,0.008119797171683329,22.0,8.371850280761718
1024971,32.44482785363678,Moderate,0.015032541197948666,8.4,5.439003753662109
962800,32.444102474618525,Low,0.002510432192807917,11.600000000000001,72.20714965820312
457207,32.44390487006703,Low,0.0038408259593294266,13.8,76.61141708374024
151488,32.44359550964849,Low,0.0036645285296161767,4.4,72.87309303283692
93595,32.44355672217843,Low,0.0054333966871650125,14.600000000000001,71.88950035095215
947549,32.44351333409712,Moderate,0.011465247412064243,5.6000000000000005,76.07012527465821
552117,32.4434916296747,Low,0.0017558333340620671,13.8,72.75393096923828
816876,32.443393849401694,Low,0.001089131127159955,16.400000000000002,76.21528671264649
129413,32.44336999066233,Low,0.001356553770174341,19.6,71.44764739990234
563504,32.443361397579935,Low,0.00556016103979658,15.4,2.387117614746094
130858,32.443319286252006,Low,0.004103155649509525,18.0,2.427311782836914
549507,32.44269698356349,Low,0.002042710498200525,26.6,1.4878310394287109
598185,32.44236037775515,Low,0.0015953309221305417,7.800000000000001,72.81303009033203
3999,32.44236008664421,Low,0.009367359659519642,14.200000000000001,2.3848992919921876
846680,32.44210231793252,Low,0.006612069290566995,10.4,9.774601135253906
314577,32.441917335217,Moderate,0.010253173152072826,32.6,1.8457115936279298
125807,32.44158200078739,Low,0.0027753166266692992,6.0,75.26588623046875
176344,32.441106058391284,Low,0.007619167856208454,10.4,73.88924530029297
755175,32.440874889757666,Low,0.003401936675061365,12.600000000000001,8.361822509765625
541715,32.440800010633026,Low,0.0011833775856755337,13.600000000000001,72.55127990722656
305270,32.44063398995819,Low,0.0020207175809717885,13.8,72.6699649810791
263114,32.440462855954095,Moderate,0.016051916546010254,4.800000000000001,2.1791226196289064
301827,32.440179928295294,Low,0.00712701818903128,16.400000000000002,2.4402344512939456
171787,32.44007962030236,Low,0.004685190841174002,18.0,2.794274368286133
576918,32.43974247616646,Low,0.00011841873979964826,15.200000000000001,82.34450927734375
831792,32.43960206566443,Moderate,0.023552075986645847,9.0,3.8715019226074214
1322121,32.43946311699516,Low,0.005799313348584517,9.4,75.88207962036132
320718,32.439251169258704,Low,0.007332804992333336,20.8,1.9950313568115232
576907,32.43924218003163,Low,2.0724790903803404e-05,21.6,81.9660806274414
806323,32.43890968972797,Low,0.0022028009954938718,7.800000000000001,78.3012191772461
612614,32.438869414004806,Low,0.001051160517256372,13.4,81.13301574707032
790209,32.43878283539902,Low,0.0021117543502278693,12.4,73.08086143493652
103648,32.43834250185147,Low,0.00497739022140421,38.6,1.4048078155517578
139005,32.4379598255742,Low,0.008269806638868326,20.0,1.2881269454956055
784806,32.437571545810954,Low,0.0068225316906421005,9.200000000000001,1.1605534744262695
152159,32.43721965124925,Low,0.001618961762271429,13.200000000000001,72.09026863098144
747419,32.437119312108535,Low,0.006606915296015729,16.6,8.43895294189453
1037170,32.43630523125212,Low,0.007474682083943819,18.0,73.67642433166503
691833,32.436026584524555,Low,1.115481180686961e-06,27.0,83.55502960205078
1181872,32.43564782061312,Low,0.0028352663848440663,8.6,75.28474884033203
1140159,32.435428142810686,Low,0.0024576695393074316,9.4,73.97145050048829
1217074,32.435361415720664,Low,0.002408888826563064,26.6,73.31153198242187
1141028,32.43529645434818,Low,0.00966631421377941,13.600000000000001,3.676226348876953
969698,32.435147031934505,Low,0.002346814407767762,12.600000000000001,72.6389389038086
374721,32.435123898346475,Low,0.009621288096228016,16.8,73.48633178710938
1207109,32.434609965700055,Low,0.005693994083466544,14.600000000000001,3.1947571563720705
1132600,32.43420574012102,Low,0.002871440191061232,5.2,75.48222854614258
119055,32.43409078499408,Low,0.008542171596556576,32.2,2.3179893493652344
36513,32.43406254887572,Low,0.0027684296824010577,14.8,71.44113868713379
887996,32.433644843170036,Low,5.2378758449700665e-06,21.0,78.88418029785156
306048,32.43348911288766,Moderate,0.010463504763346412,21.0,1.2288795089721678
345513,32.433285660095734,Low,0.0038557994281662312,12.200000000000001,73.94135162353516
892585,32.43307803621184,Low,0.0022110722943007107,13.4,78.20953735351563
96623,32.43305595536688,Low,0.004355219082174362,6.0,75.36103652954101
71961,32.432996711118946,Low,0.005747040626757012,70.60000000000001,1.5189971923828125
456126,32.43272563271725,Low,0.00328057185150194,9.200000000000001,77.2087680053711
219888,32.43270337992618,Low,0.006408200708902589,61.800000000000004,1.981292266845703
1153824,32.43249544130903,Low,0.007784817886318567,15.200000000000001,4.325092620849609
966398,32.43225775535187,Low,0.008584177432393359,21.200000000000003,3.0512356567382812
1359898,32.432055506157745,Low,0.002018608427152199,5.0,71.69169185638428
1217574,32.43202624959367,Low,0.002632302752564125,12.8,73.99414505004883
228937,32.431428759920735,Moderate,0.015083477700870915,15.4,4.435230560302735
468826,32.43105437632696,Low,0.0006246939480601062,12.8,73.16318656921386
305187,32.431039549821875,Low,0.008186565177417419,34.6,2.390113677978516
129877,32.43088731577241,Low,0.0009715590803340059,26.200000000000003,71.68099941253662
510599,32.43088579146868,Low,0.0019793641366164043,21.400000000000002,71.23499717712403
1004443,32.43068907686852,Low,0.004738651366058189,19.8,74.05907699584961
665858,32.4306169165825,Moderate,0.013514726550508727,17.2,2.971936798095703
1140206,32.43053897636282,Low,0.004132421979188811,8.8,74.73802795410157
50276,32.43052980196055,Low,0.0029698670063576737,14.8,72.55850433349609
1320608,32.43050180962678,Low,0.006793484931216559,8.6,6.5495040893554695
109525,32.43043694452864,Low,0.005881286288668268,10.0,4.158163146972656
163392,32.42992552553498,Low,0.0025659001939464694,16.6,72.93289848327636
802325,32.429904783409754,Low,0.0033079040038078798,15.0,75.06964523315429
1333983,32.42961748658266,Low,0.0007778147048056592,7.2,74.93869827270508
72814,32.42944819891659,Low,0.004793379731624332,70.60000000000001,1.6838457870483399
309474,32.42878081440969,Low,0.006614297004988799,29.6,1.6559259796142578
1180403,32.42874717780327,Low,0.00729119341507104,20.400000000000002,4.0733106994628905
60353,32.42859716895683,Low,0.006216975527186957,25.8,1.131845054626465
1015539,32.42836725550423,Moderate,0.013710665117605929,6.6000000000000005,3.985991821289062
521668,32.428355052097906,Low,0.0053886600420657675,10.200000000000001,9.098092346191406
435092,32.42737217388571,Low,0.0067515985349833356,15.0,1.767227668762207
650727,32.4272067993924,Low,0.0036636155624776233,3.8000000000000003,71.23513336181641
752889,32.42689212017843,Low,0.0022929609741470596,7.2,71.40698036193848
362552,32.426866282689446,Low,0.008152006762775721,6.6000000000000005,75.85804931640625
588656,32.42668238493493,Low,0.0017309658214658087,8.6,75.47607116699218
106752,32.426509556539436,Low,0.00376822994748636,22.8,1.8284738159179688
243413,32.425758378275845,Low,0.005086986889398043,16.0,74.86030487060548
1159936,32.42566728931454,Low,0.0031041152114819445,7.800000000000001,75.41942932128906
135996,32.42549311769481,Low,0.008815120228346265,15.200000000000001,1.4394296264648436
42356,32.42543183734134,Low,0.003916766373511282,19.400000000000002,1.0786405563354493
1319677,32.42519857097626,Low,0.0034087491083830967,15.200000000000001,76.72569458007813
360809,32.42513787518725,Low,0.0032467792730284436,15.4,73.29433563232422
695389,32.42499810546565,Low,4.1774202869604713e-07,18.6,81.16899322509765
128198,32.424837911294105,Low,0.004217824584961274,51.2,1.360748863220215
794833,32.42465381683785,Moderate,0.010850280009126767,13.200000000000001,3.348348083496094
554729,32.42438911185354,Low,0.000635974596403408,16.6,72.56883605957032
213767,32.423891019900665,Low,0.0016852775329434576,28.400000000000002,72.00833122253418
1017470,32.42358648716939,Moderate,0.011268578069097769,14.600000000000001,4.308993530273437
1219927,32.42352769867994,Low,0.0005161813224420864,17.6,73.20546104431152
