station,date,temp_max,temp_min,temp_mean,rh_mean,rh_min,ws_max,ws_gust_max,ws_mean,precip,sunshine,dewpoint,eff_humidity
속초,2022-06-08,20.0,10.1,15.8,75.5,56.0,3.1,4.3,1.6,0.0,13.4,11.1,79.61
속초,2022-06-09,19.7,12.4,15.6,87.4,71.0,3.4,5.2,1.0,0.1,2.6,13.4,84.98
속초,2022-06-10,23.0,13.1,17.8,85.8,66.0,2.8,4.3,1.1,0.0,11.5,15.2,85.08999999999999
속초,2022-06-11,20.2,15.9,17.8,92.0,80.0,3.9,5.4,1.6,0.0,6.2,16.4,90.29999999999998
속초,2022-06-12,22.9,16.4,18.7,85.4,72.0,3.5,5.5,1.8,0.0,3.0,16.1,86.76
속초,2022-06-13,21.3,16.4,18.4,86.1,75.0,3.7,5.8,1.7,0.0,2.4,15.9,86.55
속초,2022-06-14,20.1,15.9,17.3,80.9,72.0,3.3,5.2,1.7,0.0,1.0,13.9,82.39
속초,2022-06-15,16.6,13.7,14.8,89.5,77.0,4.6,6.6,1.6,9.2,0.0,13.1,87.44
속초,2022-06-16,23.0,13.8,18.7,81.4,59.0,4.1,6.1,1.5,5.4,11.5,15.2,82.97
속초,2022-06-17,31.0,19.5,23.6,60.8,39.0,5.4,9.3,2.1,0.0,13.9,15.2,67.78999999999999
속초,2022-06-18,28.9,20.5,24.6,67.0,52.0,4.6,7.1,1.7,0.1,11.0,17.9,67.2
속초,2022-06-19,29.4,19.8,23.9,74.8,53.0,4.6,6.6,1.7,0.0,12.0,18.9,71.83999999999999
속초,2022-06-20,28.9,20.9,24.5,73.0,57.0,3.1,4.4,1.3,0.0,13.2,19.2,72.76
속초,2022-06-21,26.3,20.0,22.2,88.4,75.0,3.3,4.5,1.5,0.0,7.9,20.1,83.96000000000001
속초,2022-06-22,25.2,19.7,22.3,91.9,77.0,3.5,5.1,1.7,0.0,4.5,20.8,89.31
속초,2022-06-23,22.9,20.1,21.3,96.5,88.0,3.8,6.2,1.2,54.8,0.0,20.6,94.77000000000001
속초,2022-06-24,32.7,20.2,26.2,66.6,43.0,5.9,10.9,2.1,11.7,11.0,18.5,75.10999999999999
속초,2022-06-25,34.6,23.9,29.8,45.9,34.0,5.0,11.2,2.4,0.0,12.2,16.6,55.099999999999994
속초,2022-06-26,32.3,19.8,26.4,72.3,50.0,5.0,8.9,2.0,19.9,2.4,20.5,66.44999999999999
속초,2022-06-27,28.5,21.6,24.4,87.1,64.0,3.2,5.4,1.2,19.9,0.3,21.9,80.02
속초,2022-06-28,31.4,24.2,29.4,61.4,53.0,6.0,14.7,2.9,0.4,0.0,21.1,67.63
속초,2022-06-29,32.5,22.8,27.1,74.5,52.0,5.0,12.1,2.0,0.6,1.3,21.8,73.14
속초,2022-06-30,23.8,21.1,22.1,95.6,82.0,3.9,6.2,1.3,34.3,0.0,21.3,87.96
속초,2022-07-01,30.7,20.7,24.1,85.8,55.0,4.1,6.7,1.5,0.0,11.9,21.4,86.63
속초,2022-07-02,31.2,20.7,25.1,83.4,60.0,4.2,6.2,1.7,0.0,13.3,21.8,85.10000000000001
속초,2022-07-03,31.6,22.0,26.7,78.4,55.0,4.3,6.0,1.2,0.0,12.8,22.4,80.14
속초,2022-07-04,31.1,23.7,27.4,74.4,59.0,3.5,4.9,1.2,0.0,9.1,22.2,76.10000000000001
속초,2022-07-05,29.6,23.4,25.6,87.5,75.0,2.8,4.3,1.2,0.0,5.3,23.3,83.97
속초,2022-07-06,28.8,23.6,25.6,87.3,78.0,3.3,4.6,1.5,0.0,3.3,23.2,86.04999999999998
속초,2022-07-07,27.3,23.7,25.4,90.1,82.0,4.2,5.8,1.2,1.4,0.2,23.6,89.28
속초,2022-07-08,33.4,23.3,28.3,72.4,51.0,3.5,7.4,1.1,0.0,7.1,22.5,77.43
속초,2022-07-09,29.4,24.2,25.9,85.5,73.0,3.3,4.7,1.4,0.0,4.6,23.2,83.34
속초,2022-07-10,26.1,22.6,24.0,89.6,80.0,3.6,4.8,1.8,1.3,0.0,22.1,87.05999999999999
속초,2022-07-11,26.8,21.1,22.8,94.5,84.0,5.3,10.1,1.8,28.8,0.2,21.8,92.61999999999999
속초,2022-07-12,24.7,20.3,21.7,90.8,79.0,2.4,3.6,0.8,3.0,0.7,20.1,91.41999999999999
속초,2022-07-13,22.5,20.6,21.6,94.9,90.0,6.2,9.3,2.0,26.9,0.0,20.7,94.04
속초,2022-07-14,24.0,20.0,22.1,88.5,79.0,7.5,10.3,2.2,0.0,2.6,20.1,90.00999999999999
속초,2022-07-15,26.0,19.9,22.1,89.0,78.0,4.5,6.5,1.6,21.1,7.0,20.1,89.49
속초,2022-07-16,25.4,20.4,22.8,90.5,84.0,3.5,4.6,1.3,0.3,3.4,21.1,89.99999999999999
속초,2022-07-17,26.2,20.8,23.1,88.3,77.0,2.9,4.2,1.3,0.0,5.7,21.0,88.81
속초,2022-07-18,27.2,22.0,24.4,89.0,78.0,4.3,7.0,1.3,0.0,7.2,22.4,89.00999999999999
속초,2022-07-19,28.3,22.7,24.7,86.9,74.0,2.9,4.8,1.1,0.4,1.9,22.2,87.46
속초,2022-07-20,31.4,22.9,26.2,79.3,57.0,2.8,4.5,1.1,0.7,4.1,22.1,81.79
속초,2022-07-21,23.3,20.0,21.2,95.8,92.0,5.2,8.8,2.3,87.2,0.0,20.4,91.60999999999999
속초,2022-07-22,25.1,20.4,22.2,91.4,80.0,3.6,5.2,1.4,9.4,3.1,20.6,91.07
속초,2022-07-23,26.9,18.8,22.9,87.4,75.0,4.4,7.5,2.2,12.1,4.3,20.5,89.04
속초,2022-07-24,26.8,21.4,23.4,91.1,83.0,5.9,9.0,2.0,3.3,0.9,21.7,90.38999999999999
속초,2022-07-25,26.4,21.3,23.6,87.1,78.0,3.5,4.9,1.5,0.0,10.0,21.3,87.92999999999999
속초,2022-07-26,26.7,21.9,23.9,87.6,78.0,3.5,4.8,1.3,0.0,1.0,21.7,87.85
속초,2022-07-27,28.3,22.5,24.7,86.8,77.0,3.7,5.3,1.6,0.0,7.5,22.3,86.98999999999998
속초,2022-07-28,27.5,23.4,25.0,88.1,81.0,3.3,4.7,1.6,0.0,1.5,22.8,87.79
속초,2022-07-29,28.5,23.3,25.5,89.0,79.0,2.4,3.5,1.0,0.0,3.4,23.5,88.6
속초,2022-07-30,29.3,24.6,26.2,89.5,78.0,4.0,5.3,1.5,0.0,3.4,24.2,89.26
속초,2022-07-31,26.8,24.2,25.0,95.9,91.0,1.6,2.5,0.6,17.2,0.0,24.3,93.93
속초,2022-08-01,28.3,24.2,25.4,93.4,84.0,4.1,5.7,1.1,6.1,2.3,24.2,93.51
속초,2022-08-02,28.0,24.6,25.8,93.0,78.0,5.2,7.3,1.1,14.8,1.3,24.5,93.37
속초,2022-08-03,35.0,24.7,29.5,75.0,56.0,3.3,6.8,1.2,0.3,7.4,24.2,80.44
속초,2022-08-04,33.0,25.4,28.0,85.5,59.0,3.5,5.2,1.3,11.3,9.6,25.2,84.14999999999999
속초,2022-08-05,32.3,26.2,29.3,74.8,61.0,6.2,9.9,1.4,0.0,10.8,24.2,76.96
속초,2022-08-06,35.5,27.4,30.2,70.8,52.0,2.6,5.4,1.0,0.0,7.7,24.2,73.07
속초,2022-08-07,32.0,26.7,28.8,81.0,72.0,2.3,3.4,1.0,0.5,4.7,25.1,78.34
속초,2022-08-08,31.7,25.1,27.8,78.9,57.0,3.8,8.8,1.5,21.4,0.0,23.5,78.51
속초,2022-08-09,29.8,20.3,24.6,90.3,68.0,3.6,7.3,1.5,110.9,0.5,22.8,87.08999999999999
속초,2022-08-10,27.0,20.3,23.6,87.0,74.0,3.6,6.3,1.3,24.9,3.8,21.2,86.85
속초,2022-08-11,28.8,22.7,24.8,87.9,74.0,4.3,6.1,1.5,1.6,7.3,22.6,87.96000000000001
속초,2022-08-12,30.3,21.8,25.8,73.6,57.0,3.1,4.3,1.3,0.0,12.6,20.5,77.8
속초,2022-08-13,28.1,20.7,24.9,87.5,75.0,2.2,3.7,1.0,0.3,3.4,22.7,84.76
속초,2022-08-14,29.6,22.5,25.7,86.5,77.0,3.3,6.0,1.3,20.5,3.7,23.2,85.41
속초,2022-08-15,32.5,24.2,28.4,73.5,54.0,5.3,13.9,1.7,1.8,0.0,23.0,77.5
속초,2022-08-16,30.2,22.1,25.9,81.9,56.0,3.4,6.8,1.8,25.3,6.4,22.3,80.68
속초,2022-08-17,24.6,20.9,22.7,92.3,84.0,4.0,5.5,1.1,28.5,0.5,21.3,88.34
속초,2022-08-18,27.6,19.7,23.7,86.6,75.0,4.7,6.6,1.6,0.0,10.3,21.2,87.26999999999998
속초,2022-08-19,27.4,22.6,24.8,77.8,60.0,4.7,6.3,1.1,0.0,0.7,20.5,81.01
속초,2022-08-20,26.9,19.8,23.5,84.6,65.0,3.5,5.8,1.4,0.0,3.0,20.7,83.43999999999998
속초,2022-08-21,27.6,18.6,23.3,83.8,73.0,4.3,6.8,1.4,0.0,12.0,20.3,83.36
속초,2022-08-22,28.6,20.4,24.4,82.3,64.0,3.8,5.8,1.1,0.1,4.8,21.0,82.82999999999998
속초,2022-08-23,28.2,18.6,23.5,77.3,57.0,5.0,8.3,1.7,0.0,0.1,19.2,78.94999999999999
속초,2022-08-24,26.2,18.5,21.5,82.3,67.0,3.6,5.5,1.2,0.0,3.4,18.2,81.3
속초,2022-08-25,24.9,17.6,21.8,78.6,59.0,2.9,5.6,0.8,0.6,0.0,17.7,79.21
속초,2022-08-26,28.8,19.6,23.9,68.5,43.0,3.0,5.1,1.5,0.0,11.3,17.5,71.89999999999999
속초,2022-08-27,25.1,16.9,21.5,57.5,36.0,4.9,7.6,2.0,0.0,11.8,12.4,61.81
속초,2022-08-28,25.7,15.8,20.8,65.1,47.0,2.6,3.5,1.6,0.0,10.7,13.8,63.919999999999995
속초,2022-08-29,22.9,18.1,20.4,79.5,67.0,2.3,4.5,0.9,0.1,0.1,16.7,74.42
속초,2022-08-30,19.8,18.2,19.0,92.9,76.0,3.9,7.1,1.2,34.7,0.0,17.7,87.44000000000001
속초,2022-08-31,22.8,17.2,19.5,89.9,76.0,4.1,6.9,2.0,20.0,0.9,17.6,89.46000000000001
속초,2022-09-01,26.1,15.6,21.0,80.4,64.0,4.2,6.3,1.7,0.0,11.6,17.3,83.55000000000001
속초,2022-09-02,26.1,16.3,21.5,80.3,64.0,2.6,4.8,1.2,0.9,7.3,17.8,81.27999999999999
속초,2022-09-03,25.9,17.4,21.4,80.1,57.0,4.1,6.5,1.4,0.0,8.8,17.6,80.17
속초,2022-09-04,21.9,18.5,20.3,93.4,85.0,3.6,6.5,1.2,10.8,0.0,19.2,89.42999999999999
속초,2022-09-05,21.1,17.3,18.7,95.6,93.0,6.0,9.1,2.0,119.4,0.0,18.0,93.61
속초,2022-09-06,27.0,17.1,21.1,71.6,35.0,6.8,11.6,3.0,87.6,6.5,14.8,78.58
속초,2022-09-07,29.2,18.3,22.8,56.5,32.0,5.3,8.7,1.7,0.0,12.2,13.3,63.43
속초,2022-09-08,25.5,17.0,21.0,76.3,54.0,3.6,5.4,1.5,0.0,12.2,16.5,71.86999999999999
속초,2022-09-09,25.6,14.8,19.9,79.5,61.0,3.0,4.3,1.4,0.0,11.3,16.1,76.56
속초,2022-09-10,24.1,15.5,20.9,77.9,70.0,4.7,6.3,2.1,0.0,4.2,16.8,78.06
속초,2022-09-11,24.9,19.7,21.9,83.4,75.0,3.6,4.8,1.3,0.2,2.2,18.9,81.91000000000001
속초,2022-09-12,26.0,18.9,21.7,84.1,69.0,3.0,4.3,1.2,0.0,5.6,18.8,83.34
속초,2022-09-13,24.1,19.4,22.1,88.3,80.0,2.8,4.4,1.2,0.0,0.0,20.0,86.97
속초,2022-09-14,25.7,20.6,22.6,85.0,69.0,4.6,6.9,2.1,3.5,5.1,19.8,85.57
속초,2022-09-15,25.5,20.4,22.4,77.1,67.0,5.1,7.3,2.4,0.0,6.7,18.1,79.8
속초,2022-09-16,25.1,18.9,21.8,85.3,72.0,4.0,5.9,1.4,0.0,1.8,19.1,83.63
속초,2022-09-17,26.0,20.8,22.9,88.1,77.0,3.0,4.5,1.3,0.0,7.0,20.8,86.43999999999998
속초,2022-09-18,25.4,21.1,23.0,86.8,73.0,4.2,6.0,1.6,0.6,0.1,20.6,86.91
속초,2022-09-19,22.3,16.9,20.0,77.0,57.0,8.6,14.8,4.3,40.4,0.5,15.6,80.07
속초,2022-09-20,19.9,11.6,15.9,70.5,46.0,4.6,8.1,1.5,0.4,2.0,10.1,73.43
속초,2022-09-21,22.0,10.9,16.6,70.8,45.0,5.5,9.4,2.4,0.0,11.4,10.8,71.36
속초,2022-09-22,23.5,11.3,17.6,71.1,46.0,4.1,7.1,1.7,0.0,10.8,11.8,70.97999999999999
속초,2022-09-23,26.9,13.7,19.3,53.0,30.0,6.3,14.8,2.2,0.0,9.7,8.8,58.39999999999999
속초,2022-09-24,26.0,14.0,18.9,47.3,25.0,5.4,12.8,2.5,0.0,11.5,6.8,50.82
속초,2022-09-25,22.8,13.1,18.0,66.3,51.0,2.6,3.6,1.2,0.0,6.9,11.3,61.17
속초,2022-09-26,23.3,13.6,18.2,69.4,47.0,2.8,3.5,1.3,0.0,8.7,12.3,66.57
속초,2022-09-27,23.8,13.7,18.2,76.5,62.0,3.1,4.8,1.5,0.0,10.6,13.8,74.06
속초,2022-09-28,23.6,12.7,18.2,75.6,51.0,3.6,5.5,1.3,0.0,7.2,13.6,75.16
속초,2022-09-29,25.8,14.9,19.8,73.8,44.0,3.3,4.9,1.5,0.0,10.7,14.7,74.43
속초,2022-09-30,27.5,13.8,21.5,58.5,34.0,5.1,6.9,1.6,0.0,11.1,12.8,63.269999999999996
속초,2022-10-01,29.9,18.1,23.4,48.9,22.0,3.6,4.8,1.4,0.0,10.1,11.7,53.31
속초,2022-10-02,22.4,17.0,19.3,82.9,56.0,3.4,4.8,1.1,5.0,0.1,16.1,73.66
속초,2022-10-03,21.2,16.0,18.7,90.8,78.0,3.7,6.0,1.0,16.7,1.0,17.1,85.03
속초,2022-10-04,19.7,12.5,15.5,91.9,78.0,7.4,12.0,3.0,76.8,0.0,14.1,90.78
속초,2022-10-05,13.3,11.6,12.1,93.6,84.0,6.0,10.3,2.7,68.2,0.0,11.0,92.98
속초,2022-10-06,14.0,11.7,12.5,91.4,79.0,7.2,10.3,2.3,65.0,0.0,11.1,91.88999999999999
속초,2022-10-07,14.2,9.9,11.9,90.3,79.0,6.1,10.0,2.4,38.2,0.0,10.3,90.85
속초,2022-10-08,18.0,8.9,13.6,73.6,57.0,5.2,8.3,1.9,0.0,5.7,8.7,78.72
속초,2022-10-09,19.2,9.9,13.5,75.3,49.0,4.4,7.8,1.3,0.5,1.5,9.0,76.46
속초,2022-10-10,14.5,8.0,11.4,50.0,38.0,8.6,19.8,3.9,0.0,10.3,1.2,57.42
속초,2022-10-11,18.9,7.3,12.8,53.8,35.0,4.7,10.8,1.7,0.0,10.7,3.5,55.19
속초,2022-10-12,19.2,8.5,13.7,68.0,49.0,3.0,4.0,1.6,0.0,10.1,7.6,63.35999999999999
속초,2022-10-13,20.6,10.0,14.7,74.6,54.0,4.3,6.5,1.7,0.0,10.4,10.0,71.19999999999999
속초,2022-10-14,20.7,10.8,15.6,78.4,60.0,2.6,4.0,1.1,0.0,5.2,11.6,76.6
속초,2022-10-15,21.5,12.0,16.8,78.4,63.0,3.1,4.4,1.5,0.0,8.8,12.8,78.02
속초,2022-10-16,20.5,13.4,16.7,75.1,40.0,3.1,5.5,1.3,0.0,0.1,11.8,76.09
속초,2022-10-17,18.8,7.6,13.3,54.5,35.0,7.1,10.7,3.0,0.0,7.0,4.3,61.010000000000005
속초,2022-10-18,14.3,6.0,10.0,55.6,46.0,4.2,7.9,2.3,0.0,10.4,1.4,57.33
속초,2022-10-19,15.7,6.4,10.5,47.3,30.0,3.6,4.7,1.5,0.0,10.4,-0.6,49.68000000000001
속초,2022-10-20,20.7,7.5,14.0,50.4,30.0,4.7,6.8,1.7,0.0,10.3,3.6,50.3
속초,2022-10-21,22.4,11.6,18.2,28.5,15.0,4.7,8.9,2.0,0.0,2.0,-1.2,34.76
속초,2022-10-22,23.7,15.5,18.4,40.6,16.0,4.5,8.9,1.6,0.0,9.1,4.0,39.16
속초,2022-10-23,16.9,7.9,11.8,84.3,56.0,5.9,9.7,2.0,28.2,0.7,9.1,69.97999999999999
속초,2022-10-24,10.9,5.6,7.9,77.3,48.0,4.4,9.7,2.1,37.5,0.3,3.9,75.03
속초,2022-10-25,13.4,5.2,9.5,63.6,46.0,4.7,9.4,1.8,0.0,3.0,2.7,68.41
속초,2022-10-26,17.8,4.8,11.9,59.8,37.0,4.3,6.6,1.4,0.0,8.9,4.0,62.30999999999999
속초,2022-10-27,19.4,10.2,14.8,63.6,40.0,4.4,8.0,1.7,34.3,8.5,7.5,62.839999999999996
속초,2022-10-28,14.4,11.0,12.5,85.3,69.0,3.6,7.4,1.1,6.5,0.0,10.0,78.41
속초,2022-10-29,15.7,8.4,11.3,89.6,77.0,3.3,5.6,1.2,0.2,1.4,9.6,86.13999999999999
속초,2022-10-30,15.5,8.9,11.9,86.1,75.0,3.5,5.4,1.2,0.0,0.5,9.6,86.71999999999998
속초,2022-10-31,18.0,8.1,12.7,77.1,57.0,5.9,8.7,1.9,0.0,7.3,8.5,80.14999999999999
속초,2022-11-01,20.8,8.9,14.6,58.0,35.0,3.1,6.5,1.3,0.0,9.1,5.8,64.63
속초,2022-11-02,17.1,8.1,12.3,51.3,35.0,2.8,3.8,1.2,0.0,9.9,2.2,55.22
속초,2022-11-03,16.3,9.4,12.9,36.6,29.0,5.2,9.4,2.1,0.0,1.1,-1.6,41.68000000000001
속초,2022-11-04,10.8,3.4,7.0,37.8,25.0,4.9,8.1,2.3,0.0,9.9,-6.6,38.910000000000004
속초,2022-11-05,14.6,2.4,9.2,27.5,13.0,3.6,7.4,2.0,0.0,9.9,-8.9,30.47
속초,2022-11-06,15.4,6.5,10.3,46.3,26.0,3.0,4.5,1.3,0.0,9.7,-1.1,41.69
속초,2022-11-07,18.0,6.9,12.5,45.4,28.0,4.0,7.6,1.7,0.0,5.7,0.8,43.79
속초,2022-11-08,17.6,7.3,12.7,54.9,36.0,3.4,6.9,1.4,0.0,9.4,3.6,52.14
속초,2022-11-09,18.6,7.3,13.4,47.0,23.0,3.2,7.6,1.3,0.0,8.5,2.1,48.419999999999995
속초,2022-11-10,18.7,10.9,14.4,59.0,39.0,7.1,10.2,2.2,0.0,6.4,6.4,56.19
속초,2022-11-11,18.1,10.8,14.1,76.6,62.0,1.9,2.9,1.2,0.0,3.0,9.9,70.11999999999999
속초,2022-11-12,22.3,9.7,16.7,78.0,55.0,5.3,9.5,1.9,5.7,7.0,12.5,75.82
속초,2022-11-13,20.8,8.8,11.7,86.8,64.0,7.9,13.2,2.4,9.6,0.0,9.5,84.01999999999998
속초,2022-11-14,15.8,6.8,10.6,62.1,38.0,3.6,7.4,1.4,0.0,4.2,3.1,68.63
속초,2022-11-15,13.9,6.3,10.4,43.3,28.0,7.1,11.2,2.4,0.0,8.9,-1.8,51.41
속초,2022-11-16,15.3,6.8,11.2,40.8,24.0,4.7,8.1,1.9,0.0,9.4,-2.2,43.43
속초,2022-11-17,16.0,6.1,10.9,53.4,36.0,3.1,4.9,1.1,0.0,9.0,1.5,49.86999999999999
속초,2022-11-18,17.8,6.2,12.2,55.8,35.0,3.3,5.8,1.3,0.0,9.1,3.1,53.81999999999999
속초,2022-11-19,17.2,8.1,12.1,67.8,50.0,5.3,8.3,1.6,0.0,5.6,6.1,63.959999999999994
속초,2022-11-20,16.9,7.0,11.2,81.1,67.0,2.7,4.1,1.2,0.0,8.3,8.0,75.90999999999998
속초,2022-11-21,19.1,7.0,13.4,54.5,42.0,4.7,9.4,1.6,0.0,5.1,4.2,61.15
속초,2022-11-22,14.5,5.8,10.6,69.3,51.0,2.9,5.2,1.1,4.2,2.6,4.9,67.52
속초,2022-11-23,13.4,8.9,10.1,83.4,70.0,7.0,11.5,1.9,7.1,3.0,7.2,77.69000000000001
속초,2022-11-24,14.0,5.8,9.6,66.3,52.0,2.5,4.3,1.4,0.0,6.9,3.4,70.02000000000001
속초,2022-11-25,20.6,6.5,14.5,46.0,19.0,10.3,23.5,4.0,0.0,8.8,2.0,53.8
속초,2022-11-26,14.6,2.3,10.2,23.1,10.0,10.2,23.1,4.5,0.3,8.6,-10.7,32.00000000000001
속초,2022-11-27,11.6,1.5,6.7,41.3,25.0,3.1,4.6,1.5,0.0,8.4,-5.8,38.129999999999995
속초,2022-11-28,11.2,3.8,7.9,79.1,55.0,2.9,4.5,1.3,9.8,1.2,4.4,65.93999999999998
속초,2022-11-29,14.9,4.8,10.0,50.0,15.0,6.8,11.1,2.2,1.7,1.3,-2.9,54.95
속초,2022-11-30,4.9,-4.6,-2.1,19.6,15.0,6.6,12.2,3.4,0.0,8.8,-22.4,31.63
속초,2022-12-01,0.7,-7.2,-3.3,26.8,23.0,6.0,11.6,2.7,0.0,9.0,-19.7,27.68
속초,2022-12-02,3.8,-6.0,-1.2,26.3,11.0,4.6,7.6,1.8,0.0,9.1,-18.7,25.73
속초,2022-12-03,8.3,-2.9,4.4,46.0,30.0,5.6,11.8,2.5,0.0,5.7,-6.4,40.13999999999999
속초,2022-12-04,3.7,-2.2,0.4,22.3,15.0,4.7,8.3,1.8,0.0,4.2,-18.8,27.44
속초,2022-12-05,4.1,-4.3,-0.3,28.3,18.0,3.5,6.9,1.5,0.0,8.1,-16.6,28.87
속초,2022-12-06,3.4,-1.9,1.4,41.6,36.0,5.8,12.2,2.7,0.0,6.9,-10.3,37.01
속초,2022-12-07,8.7,2.5,5.6,36.1,26.0,7.5,12.9,3.0,0.0,8.9,-8.4,36.42
속초,2022-12-08,11.6,2.2,6.2,29.1,16.0,4.8,9.9,2.0,0.0,8.8,-11.0,31.750000000000004
속초,2022-12-09,8.9,2.2,5.9,44.6,24.0,5.5,9.4,2.0,0.0,3.4,-5.3,40.65
속초,2022-12-10,7.8,1.1,3.9,35.4,19.0,5.3,7.8,2.0,0.0,2.9,-10.2,36.61
속초,2022-12-11,8.2,0.7,3.8,53.4,36.0,3.6,5.6,2.2,0.0,8.4,-4.9,48.919999999999995
속초,2022-12-12,10.0,0.3,4.5,52.0,19.0,6.1,10.4,2.1,0.0,5.1,-5.3,50.62
속초,2022-12-13,4.9,-5.1,1.6,41.0,28.0,6.0,14.6,3.2,0.7,5.8,-10.5,44.44
속초,2022-12-14,-4.4,-10.5,-6.9,22.3,16.0,6.5,12.9,2.5,0.0,8.9,-25.0,29.01
속초,2022-12-15,3.1,-7.3,-1.8,48.0,27.0,4.5,8.7,1.9,0.0,6.0,-11.5,42.16
속초,2022-12-16,2.5,-6.4,-2.1,23.4,14.0,4.4,7.3,1.2,0.0,8.6,-20.5,28.21
속초,2022-12-17,-1.3,-9.0,-4.9,21.3,13.0,6.3,13.6,2.6,0.0,7.9,-24.1,24.39
속초,2022-12-18,-4.8,-10.7,-7.9,22.1,14.0,5.2,9.8,2.4,0.0,8.9,-26.2,22.07
속초,2022-12-19,-1.0,-9.2,-4.8,25.3,16.0,6.6,11.5,2.6,0.0,8.9,-21.8,24.26
속초,2022-12-20,4.1,-5.1,-0.4,27.8,17.0,3.3,6.5,1.3,0.0,8.3,-17.2,26.730000000000004
속초,2022-12-21,9.2,-0.7,2.9,45.6,26.0,4.3,8.8,1.9,0.0,3.8,-7.9,40.01
속초,2022-12-22,1.3,-10.5,-5.6,33.8,25.0,8.5,17.0,3.6,0.0,8.6,-19.1,35.56
속초,2022-12-23,-5.3,-12.5,-9.2,34.1,24.0,5.1,12.0,2.9,0.0,8.9,-22.2,35.190000000000005
속초,2022-12-24,5.9,-9.5,-1.1,36.5,23.0,4.7,7.3,2.6,0.0,7.8,-14.5,35.75
속초,2022-12-25,5.3,-2.2,0.5,36.6,27.0,5.4,8.6,2.9,0.0,8.0,-12.7,36.33
속초,2022-12-26,5.5,-2.9,0.3,40.8,27.0,4.6,5.9,2.6,0.0,8.7,-11.6,39.529999999999994
속초,2022-12-27,7.3,-3.6,1.3,31.0,15.0,5.6,9.3,2.1,0.0,8.8,-14.7,33.519999999999996
속초,2022-12-28,2.6,-3.1,-0.4,32.4,18.0,5.2,11.4,2.6,0.0,7.9,-15.5,32.959999999999994
속초,2022-12-29,2.4,-5.1,-1.4,30.5,19.0,8.5,12.1,3.4,0.0,8.9,-16.9,30.93
속초,2022-12-30,5.7,-4.2,0.5,36.9,21.0,4.5,7.2,1.5,0.0,8.9,-12.9,35.17
속초,2022-12-31,5.9,-2.5,1.9,36.9,26.0,8.8,14.0,3.0,0.0,8.9,-11.4,36.26
속초,2023-01-01,7.3,0.3,3.2,21.8,11.0,8.7,13.2,3.0,0.0,8.8,-17.9,26.330000000000002
속초,2023-01-02,4.2,-5.1,-0.5,24.3,13.0,3.1,5.7,1.4,0.0,8.9,-18.5,25.06
속초,2023-01-03,5.6,-5.1,0.0,18.3,9.0,6.9,11.1,1.9,0.0,9.0,-21.8,19.85
속초,2023-01-04,5.0,-2.7,0.7,15.6,10.0,5.4,9.8,2.1,0.0,8.9,-22.9,17.01
속초,2023-01-05,7.0,-1.6,2.5,23.8,16.0,5.2,11.1,2.2,0.0,8.9,-16.4,21.61
속초,2023-01-06,8.4,-1.4,3.5,36.4,24.0,5.0,7.7,1.6,0.0,7.3,-10.2,31.799999999999997
속초,2023-01-07,6.7,0.0,2.5,66.3,43.0,4.1,7.3,1.7,3.0,5.8,-3.6,56.07
속초,2023-01-08,9.1,-2.2,3.8,40.0,19.0,6.8,10.5,1.9,0.0,7.9,-9.3,44.9
속초,2023-01-09,10.2,1.7,5.2,46.4,29.0,6.0,9.7,2.7,0.0,8.6,-5.6,47.11
속초,2023-01-10,9.5,-1.7,3.6,45.4,27.0,4.6,6.6,1.8,0.0,8.9,-7.3,45.059999999999995
속초,2023-01-11,12.9,0.8,8.0,26.4,13.0,4.5,7.9,1.6,0.0,9.0,-10.9,32.199999999999996
속초,2023-01-12,15.1,4.0,9.6,34.6,16.0,4.0,6.2,1.5,0.0,7.5,-6.3,34.04
속초,2023-01-13,9.0,4.1,6.1,87.1,27.0,4.3,6.2,1.5,14.5,0.0,3.8,70.52999999999999
속초,2023-01-14,7.0,0.0,3.8,90.8,85.0,5.2,8.1,3.0,29.5,0.0,2.4,84.43999999999998
속초,2023-01-15,1.8,-2.0,-0.2,93.3,87.0,3.3,5.3,1.3,47.7,0.0,-1.2,92.17999999999998
속초,2023-01-16,1.1,-6.8,-2.6,73.6,54.0,4.9,6.7,1.4,0.0,6.4,-6.7,79.25999999999999
속초,2023-01-17,0.9,-8.0,-2.7,53.0,35.0,5.6,11.0,2.0,0.0,2.0,-11.0,61.14999999999999
속초,2023-01-18,1.2,-6.9,-2.6,57.0,40.0,2.5,5.5,1.3,0.0,8.9,-10.1,57.86
속초,2023-01-19,3.7,-6.3,0.3,48.9,37.0,4.9,9.1,1.7,0.0,7.2,-9.2,50.92999999999999
속초,2023-01-20,3.6,-5.6,-1.1,29.6,15.0,8.3,17.8,3.6,0.0,8.8,-17.2,36.2
속초,2023-01-21,0.8,-9.0,-4.1,32.3,13.0,4.3,9.0,1.3,0.0,9.3,-18.9,33.42
속초,2023-01-22,3.6,-4.8,-0.7,57.0,39.0,2.7,3.9,1.2,0.0,2.1,-8.2,49.32
속초,2023-01-23,4.7,-2.4,0.8,57.9,24.0,4.8,8.5,2.0,0.0,7.7,-7.1,55.15999999999999
속초,2023-01-24,-2.4,-15.1,-11.3,28.3,20.0,6.1,12.5,2.6,0.0,9.2,-26.3,37.09
